,text,language,label
6559,Постоянно заказ береміз. Күшті салфеткалар. Еще спасибо за подарочку.,mixed,
6614,Маған қатты ұнайды бұл салфеткалар сүйкімді ыңғайлы өзіңмен алғанға и магазин всегда сыйлықпен жібереді рахмеет.,mixed,
6625,"Рахмет Каспи и продавцу, хорошо упаковал. Привет из Шымкент!",mixed,
6629,"Салфеткилер просто. Иіссіз, теріге аллергия бермейді спирт ноу. Всем советую.",mixed,
6638,Күшті әдемі сырты и подаркаға рахмет мелочь но приятно.,mixed,
6656,"Өте күшті влажные салфетки, өзіңмен алып жүргенге ынғайлы, иісі де жоқ, супер.",mixed,
6686,"Күшті постоянно аламын осы салфетки, сумкаға салып алуға ыңғайлы. Каспи магазинге рақмет, уақытында жеткізді, еще подарок салып жіберіпті.",mixed,
6705,"Прям нежный, күшті келді, еще сыйлығы бар.",mixed,
6706,"Прям классно, подарок үшін рахмет.",mixed,
6719,"Такие милые салфетки, качество жаксы продавецке рахмет!.",mixed,
6734,"Оте кушти салфеткалар, особенно сумкага салган удобно.",mixed,
6739,"Өте керемет дымқыл сүлгілер, қолдануға да тиімді. Алғаныма өкінбеймін енді тек осы дүкеннен алатын боламын. Всем советую достар, домалақ бастар.",mixed,
6780,"Влажный упаковкамен алсам сыйлыққа тағы влажный салыпты, приятно енді сұрамаш деген ау.",mixed,
6786,"Ыңғайлы, ешқандай артық иіс жоқ. Күшті, ұнады! Бірақ, Каспи доставка подвела( нақты адреске алып келмей, кіре берістегі бір кісілерге тастай салған. Оны іздеп әзер таптық!.",mixed,
6792,Керемет иісі жоқ ұнады 10 алдым тағы заказ берем.,mixed,
6804,Постоянно осы магазиннен аламын просто супер.,mixed,
6809,"Реально хороший продавец. Өз ісіне тиянақты қарайды. Товарға келсек, барлығын жақсы қапталған. Тұрарлық осындай бағаға.",mixed,
6831,"Салфетки өте тиімді бағада, алып жүруге ыңғайлы, продавец ZIP сыйлық үшін рахмет!",mixed,
6835,"Сапасы керемет. Бастысы - Қазақстандық өнім. Иісі жоқ, жолда, сыртта қолданғанға ыңғайлы, материалы плотный. Дизайн ерекше, көз тартарлық.",mixed,
6837,Өзіңмен алып жүруге ыңғайлы. Всегда аламын күшті.,mixed,
