text,rating,language
"Заказ уақытында келді. Дүкен иесіне және Каспиге үлкен рахмет, қасында тағы сыйлығы бар (приятный бонус. Чехолдың сапасы тіпті керемет.",5,kaz
"Чехол жақсы, сапада келді.",5,kaz
"Өте ұнады, арзан әрі мүлде қараймады.",5,kaz
Хорошие.,5,kaz
"Бірден 2еуін заказ бердім, уақытынан ерте келді, өте ұнады.",5,kaz
"Күшті, ұнады.",5,kaz
"Чехол понравился, доставка быстрая.",5,ru
Хороший чехол.,5,kaz
"Чехол супер, мне понравилось.",5,ru
"Отличный чехол, за свои деньги - буквально подарок.",5,ru
"Уже 2ші рет заказ беріп жатырмын әдемі, сапасы бағасына келеді.",5,kaz
"Чехол хорошего качества, доставка быстрая.",5,ru
"Өте керемет, ұнады.",5,kaz
"Хороший чехол, мне понравилось.",5,ru
Товар полностью соответствует моему ожиданию.,5,ru
Маааа бұндааааааа білмейм енді тема тема советуююю.,5,kaz
Отличный чехол и подарок положили.,5,ru
Всегда беру.,5,kaz
Отлично за такую цену!,5,ru
"Чехол качественный, за свою цену очень классно, ещё в подарок положили салфетку.",5,ru
"За такую цену качество отличное, мне понравилось.",5,mixed
Оууу сыйлыққа ракмееетт.,5,kaz
"Әдемі, тез келді.",5,kaz
Күшті.,5,kaz
Быстро и отличное качество товара.,5,ru
"Мяя 10тг дегенге по приколу шын ба деп бере салған едім, врям еще сыйлық қосып беріпті, точно плюстасыз ба.",5,mixed
"Хороший чехол, мне понравилось.",5,ru
"Очень хороший за свою цену, прям топ! Качество хорошее.",5,ru
"Очень качественный товар, топ.",5,mixed
"Чехол очень классный, заказываю уже не первый раз. Продавец положил даже подарок.",5,ru
Супер. Как на фото.,5,ru
Күшті.,5,kaz
"Заказ пришел вовремя, за такие цены просто 10/10.",5,ru
Жаксы.,5,kaz
Мәә күшті әлемі келді сыйлықпен бірге рахмет көп көп.,5,kaz
Күшті. Балама ұнады.,5,kaz
"Быстрая доставка пришла, за такие цены 10/10.",5,ru
"Өте жақсы, ұнады.",5,kaz
"Хороший, очень удобный.",5,mixed
Супер.,5,kaz
Нравится.,5,kaz
"Приятное качество, отличное.",5,kaz
Чехлы супер и хорошее качество.,5,ru
"Хороший, советую",5,ru
"Спасибо большое. Доче очень понравился чехол, плюс подарок.",5,ru
"Удобная, и такая же как на фото.",5,ru
"Күшті, ұнады, рахмет.",5,kaz
"Спасибо, все супер",5,ru
Спасибо за чехол.,5,ru
Нормис.,5,kaz
Отличное.,5,kaz
Стоит идеально.,5,kaz
"Отличный чехол, всё отлично пришло. Спасибо.",5,ru
"чехол ұнады, күшті.",5,kaz
"Хороший чехол за такую цену, качество на высоте. Всё подошло идеально. Спасибо продавцу!",5,ru
"Отличный чехол, спасибо продавцу.",5,ru
Качественный чехол.,5,kaz
Спасибо за подарок! Чехол прям мощный!,5,ru
