text,language,weight,source,label_id
Толерантность и уважение — это важно для всех.,ru,3.0,real,0
Киберқылмыспен күрес мәселесіне баса назар аудару да орынды деп есептеймін. Қазіргі заманда интернеттегі қауіп-қатерлерге қарсы күресу өте өзекті. Құқық қорғау органдарының бұл бағытта қабылдаған шаралары қоғамның қауіпсіздігін қамтамасыз етуге бағытталған.,kz,3.0,real,1
Пока жақсы қолданып жүр. Подаркаға алған хат.,kz,3.0,real,1
"все эти игры с танкерами и ракетами просто нервишки портят, надеюсь скоро уляжется бәрі",mixed,3.0,real,2
"МИД все правильно делает, безопасность бірінші орында",mixed,3.0,real,2
Мне даже азбука не нужна,ru,3.0,real,0
Загран есть .  қалтаға 50000 салып алып барып келу керек еді,mixed,3.0,real,2
"Молодец Елена, все так держать! Алга, Қазақстан!",mixed,3.0,real,2
Гүлнұр мүшесі таңда аудан Англии,mixed,3.0,real,2
Там был типо ньютон екінші заңы қандай типо того,mixed,3.0,real,2
Енді не істеу керек министерство?,kz,3.0,real,1
"Отличный телефон. Реакцию внука не описать словами, это надо было видеть. Спасибо.",ru,3.0,real,0
"Красава парни, осындай жеңістер елдің атын шығарады",mixed,3.0,real,2
"Видимо, басқа жоспар бар сияқты",mixed,3.0,real,2
Сейчас повсеместно начнется старинная забава: «спорим он успеет затормозить если я разбегусь» нужно роботов в курс поставить прежде,ru,3.0,real,0
